Year	Institution Name	Undergrads	RealWhite	RealBlack	RealHispanic	RealAsian	Native Hawaiin and Pacific Islander	RealUnknown	American Indian	Multi-Racial
2012	48	37707	0.5959	0.2269	0.0826	0.0308	0	0.0316	0.0069	0.0203
2012	41	37622	0.2213	0.3328	0.339	0.0288	0	0.0598	0.0018	0.014
2012	6	36976	0.7135	0.0679	0.0356	0.0417	0	0.117	0.0027	0.021
2012	44	36244	0.1086	0.1194	0.6651	0.028	0	0.0601	0.0009	0.0166
2012	55	35728	0.3477	0.1864	0.3319	0.0397	0	0.0673	0.0031	0.0202
2012	35	34602	0.4756	0.0861	0.2939	0.0466	0	0.0738	0.0079	0.0145
2012	58	34015	0.083	0.0529	0.6054	0.1115	0	0.1403	0.0019	0.0027
2012	60	33635	0.342	0.4878	0.0549	0.0034	0	0.0675	0.0092	0.0324
2013	38	166816	0.3718	0.1735	0.0817	0.0101	0	0.3312	0.0064	0.0191
2013	59	87017	0.7216	0.1525	0.0462	0.0131	0	0.0364	0.0043	0.0259
2013	1	61684	0.0639	0.168	0.6725	0.0089	0	0.0822	0.0007	0.003
2013	51	57742	0.1514	0.3104	0.3169	0.0944	0	0.1083	0.002	0.0141
2013	47	56288	0.3416	0.1817	0.3466	0.0612	0	0.038	0.0031	0.0279
2013	26	50919	0.5718	0.1056	0.2158	0.0559	0	0.0172	0.0022	0.029
2013	52	50403	0.4827	0.3471	0.0935	0.0109	0	0.0209	0.0099	0.0278
2013	56	47079	0.4844	0.1559	0.0181	0.0068	0	0.3065	0.005	0.0216
2013	30	44592	0.3672	0.1904	0.2007	0.1466	0	0.0536	0.0026	0.033
2013	5	43931	0.6791	0.0275	0.1964	0.0495	0	0.0149	0.0029	0.0288
2013	39	43464	0.4332	0.1963	0.275	0.057	0	0.0165	0.005	0.015
2013	3	43139	0.7233	0.0598	0.0338	0.0539	0	0.1006	0.0016	0.0263
2013	57	42460	0.5445	0.2396	0.0997	0.0162	0	0.051	0.0067	0.0332
2013	46	40209	0.4823	0.2867	0.0805	0.0135	0	0.1196	0.0122	0
2013	8	39460	0.7213	0.0427	0.0546	0.0546	0	0.1022	0.0007	0.0232
2013	4	39323	0.4754	0.0429	0.2182	0.1792	0	0.0497	0.0022	0.0314
2013	41	39162	0.2048	0.3477	0.3383	0.0271	0	0.0619	0.0018	0.016
2013	9	38480	0.5755	0.0398	0.1853	0.0677	0	0.0781	0.0136	0.0376
2013	44	38234	0.1007	0.1221	0.6705	0.0269	0	0.0596	0.0008	0.018
2013	6	37622	0.6967	0.0674	0.036	0.0423	0	0.1309	0.0022	0.024
2013	48	37440	0.5913	0.2202	0.086	0.0312	0	0.0362	0.0063	0.023
2013	61	35493	0.7314	0.0869	0.0725	0.0343	0	0.0332	0.007	0.0298
2013	55	34819	0.3347	0.1834	0.3396	0.0412	0	0.0706	0.0031	0.023
2013	62	34643	0.4427	0.2075	0.1452	0.0437	0	0.1221	0.009	0.0252
2013	45	33581	0.2575	0.0623	0.4029	0.1123	0	0.1272	0.0017	0.0335
